Proteins,Intensity LUAD_phos_01T,Intensity LUAD_phos_02T,Intensity LUAD_phos_03T,Intensity LUAD_phos_04T,Intensity LUAD_phos_05T,Intensity LUAD_phos_06T,Intensity LUAD_phos_07T,Intensity LUAD_phos_08T,Intensity LUAD_phos_09T,Intensity LUAD_phos_10T,Intensity LUAD_phos_11T,Intensity LUAD_phos_12T,Intensity LUAD_phos_13T,Intensity LUAD_phos_14T,Intensity LUAD_phos_15T,Intensity LUAD_phos_16T,Intensity LUAD_phos_17T,Intensity LUAD_phos_18T,Intensity LUAD_phos_19T,Intensity LUAD_phos_20T,Intensity LUAD_phos_21T,Intensity LUAD_phos_22T,Intensity LUAD_phos_23T,Intensity LUAD_phos_24T,Intensity LUAD_phos_25T,Intensity LUAD_phos_26T,Intensity LUAD_phos_27T,Intensity LUAD_phos_28T,Intensity LUAD_phos_29T,Intensity LUAD_phos_30T,Intensity LUAD_phos_31T,Intensity LUAD_phos_32T,Intensity LUAD_phos_33T,Intensity LUAD_phos_34T,Intensity LUAD_phos_35T,Intensity LUAD_phos_36T,Intensity LUAD_phos_37T,Intensity LUAD_phos_38T,Intensity LUAD_phos_39T,Intensity LUAD_phos_40T,Intensity LUAD_phos_41T,Intensity LUAD_phos_42T,Intensity LUAD_phos_43T,Intensity LUAD_phos_44T,Intensity LUAD_phos_45T,Intensity LUAD_phos_46T,Intensity LUAD_phos_47T,Intensity LUAD_phos_48T,Intensity LUAD_phos_49T,Intensity LUAD_phos_50T,Intensity LUAD_phos_51T,Intensity LUAD_phos_52T,Intensity LUAD_phos_53T,Intensity LUAD_phos_54T,Intensity LUAD_phos_55T,Intensity LUAD_phos_56T,Intensity LUAD_phos_57T,Intensity LUAD_phos_58T,Intensity LUAD_phos_59T,Intensity LUAD_phos_60T,Intensity LUAD_phos_61T,Intensity LUAD_phos_62T,Intensity LUAD_phos_75T,Intensity LUAD_phos_76T,Intensity LUAD_phos_77T,Intensity LUAD_phos_78T,Intensity LUAD_phos_79T,Intensity LUAD_phos_80T,Intensity LUAD_phos_81T,Intensity LUAD_phos_82T,Intensity LUAD_phos_83T,Intensity LUAD_phos_84T,Intensity LUAD_phos_85T,Intensity LUAD_phos_86T,Intensity LUAD_phos_87T,Intensity LUAD_phos_88T,Intensity LUAD_phos_90T,Intensity LUAD_phos_91T,Intensity LUAD_phos_92T,Intensity LUAD_phos_01N,Intensity LUAD_phos_02N,Intensity LUAD_phos_03N,Intensity LUAD_phos_04N,Intensity LUAD_phos_05N,Intensity LUAD_phos_06N,Intensity LUAD_phos_07N,Intensity LUAD_phos_08N,Intensity LUAD_phos_09N,Intensity LUAD_phos_10N,Intensity LUAD_phos_11N,Intensity LUAD_phos_12N,Intensity LUAD_phos_13N,Intensity LUAD_phos_14N,Intensity LUAD_phos_15N,Intensity LUAD_phos_16N,Intensity LUAD_phos_17N,Intensity LUAD_phos_18N,Intensity LUAD_phos_19N,Intensity LUAD_phos_20N,Intensity LUAD_phos_21N,Intensity LUAD_phos_22N,Intensity LUAD_phos_23N,Intensity LUAD_phos_24N,Intensity LUAD_phos_25N,Intensity LUAD_phos_26N,Intensity LUAD_phos_27N,Intensity LUAD_phos_28N,Intensity LUAD_phos_29N,Intensity LUAD_phos_30N,Intensity LUAD_phos_31N,Intensity LUAD_phos_32N,Intensity LUAD_phos_33N,Intensity LUAD_phos_34N,Intensity LUAD_phos_35N,Intensity LUAD_phos_36N,Intensity LUAD_phos_37N,Intensity LUAD_phos_38N,Intensity LUAD_phos_39N,Intensity LUAD_phos_40N,Intensity LUAD_phos_41N,Intensity LUAD_phos_42N,Intensity LUAD_phos_43N,Intensity LUAD_phos_44N,Intensity LUAD_phos_45N,Intensity LUAD_phos_46N,Intensity LUAD_phos_47N,Intensity LUAD_phos_48N,Intensity LUAD_phos_49N,Intensity LUAD_phos_50N,Intensity LUAD_phos_51N,Intensity LUAD_phos_52N,Intensity LUAD_phos_53N,Intensity LUAD_phos_54N,Intensity LUAD_phos_55N,Intensity LUAD_phos_56N,Intensity LUAD_phos_57N,Intensity LUAD_phos_58N,Intensity LUAD_phos_59N,Intensity LUAD_phos_60N,Intensity LUAD_phos_61N,Intensity LUAD_phos_62N,Intensity LUAD_phos_75N,Intensity LUAD_phos_76N,Intensity LUAD_phos_77N,Intensity LUAD_phos_78N,Intensity LUAD_phos_79N,Intensity LUAD_phos_80N,Intensity LUAD_phos_81N,Intensity LUAD_phos_82N,Intensity LUAD_phos_83N,Intensity LUAD_phos_84N,Intensity LUAD_phos_85N,Intensity LUAD_phos_86N,Intensity LUAD_phos_87N,Intensity LUAD_phos_88N,Intensity LUAD_phos_90N,Intensity LUAD_phos_91N,Intensity LUAD_phos_92N
Q6ZS17,116428640.5,230134189.2,122894826.2,130729534.1,114378888.2,106302549.3,113663399.3,125782455.2,103666971.1,0,0,0,0,0,124808039.7,0,183044644.6,0,98976524.93,0,0,0,0,90772885.97,186528155.6,0,49329283.92,88385784.28,0,0,65247205.95,106227650.2,0,0,65264936.64,0,0,0,0,0,134992360.8,62971146.11,0,0,0,127729111.9,125061397.6,122140803.7,0,0,230123912.2,117108720.6,173158658,56858020.35,0,0,0,0,67235634.29,0,121259790.4,0,84980931.25,0,0,115905542,228356949.2,23040300,28490708.18,0,0,0,86000909.99,0,128272784.5,128766228.4,124277608.4,0,63021718.31,130552635.6,129138694.4,124618758.2,278014610.6,125111804.7,143863225.4,125225807.3,0,113977172.4,0,88368730.92,0,134369626.1,128290107.4,0,0,0,0,111232959.4,0,0,117768824.5,31642244.4,0,105572979.6,0,102348080.7,0,100323313.4,84504558.51,166281250.5,220544034.4,243892383,0,85252953.43,122646615.2,114713850,0,0,133215087.6,136551778.5,172771260.4,0,0,104387945.5,0,246009267.8,126109533.6,112855883.4,106068961.9,240088661,0,156669059.8,76745415.94,0,176832566.1,200045315.1,204462759.4,85324267.79,82361242.76,116646077.9,239495662,0,0,0,0,232899816.2,24181272.35,130185905.1,0,33378523.52,123722808,215275912.8,131306743.5,132125681.5,132254822.6,125820865.7,117446677.3,0
Q6ZS30,117300840.5,0,0,0,0,221208298.6,115379499.3,0,0,0,0,0,0,0,0,0,79714822.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138037767.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134811455.3,498670918.8,245764150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZS81,116780540.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116197806.3,0,0,49973002.87,0,93440327.79,0,64633983.92,40298792.14,0,64806628.32,0,0,0,0,0,0,0,0,0,0,137725460.8,0,125474212.5,126671175.1,0,0,0,0,0,0,0,117767920.6,0,0,0,0,0,0,65512234.29,88021844.36,0,0,0,0,0,0,0,9365300,0,0,53044150.47,0,0,0,0,0,0,0,0,127235115.6,120835494.4,0,131055365.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742091344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZSR9,120692440.5,466418178.4,243696952.4,268405568.2,349121364.6,233638698.6,346786297.9,130836055.2,110715071.1,0,0,0,0,0,0,0,203488644.6,0,106140824.9,227004612.6,0,0,162090708.6,88953885.97,0,0,52748183.92,57662892.14,0,71058528.32,65456105.95,104500750.2,234668196.6,114901318,75384736.64,0,368631845.7,121296090.8,131020456.4,133856167.9,267699221.6,0,0,135268975.1,0,0,127829997.6,0,0,44236955.78,113423806.1,0,0,62016120.35,0,0,0,0,0,0,0,0,0,119737956.7,135062096.8,0,0,22397500,67382916.36,0,167974251.4,119611627.2,0,0,0,0,0,108404878.7,64000118.31,132472935.6,122906894.4,125948458.2,135537655.3,242046009.4,131380225.4,378095521.9,260015515.2,113179672.4,128594329.9,0,0,0,0,0,0,107835640.3,107853549.3,0,0,0,0,31607844.4,0,0,0,0,0,0,83666358.51,80195625.26,0,121339291.5,113600665.3,0,122667215.2,0,0,0,0,0,0,0,0,0,131498573.6,124361173.9,0,129500623.4,0,0,0,0,76832815.94,0,0,0,0,0,0,0,0,0,112839982.7,135854128.9,0,0,0,0,0,33344123.52,70645803.99,103954106.4,0,0,0,0,0,0
Q6ZSS7,144033040.5,0,130019926.2,149223934.1,118907188.2,146264449.3,130649999.3,138096455.2,138853471.1,131166553.9,0,0,126743633,248444069.6,0,0,0,0,0,115374106.3,114985058.3,0,0,85293885.97,102725127.8,0,58508983.92,56547892.14,97404213.12,0,85263205.95,118565950.2,0,115594718,129820736.6,0,0,122832890.8,129477956.4,139498667.9,135890260.8,60950346.11,138519312.5,127176375.1,0,126656421.9,0,126593603.7,131171396.1,59129955.78,113647206.1,121710020.6,86029178.99,65609120.35,94210863,0,0,67322082.52,74749034.29,0,122675090.4,0,90825631.25,0,0,116472542,113279674.6,139660000,0,0,0,67313463.6,0,0,131339684.5,264998886.8,126065208.4,0,62734918.31,138267235.6,135991694.4,134975858.2,136415255.3,127299804.7,134848225.4,152334907.3,140682607.6,120176972.4,131094329.9,97986530.92,0,0,131354007.4,0,0,0,114418049.3,0,128174032.7,0,0,57594344.4,0,130083979.6,0,115834380.7,87506849.66,0,0,108815725.3,119964767.2,127106191.5,119354965.3,106996253.4,134319915.2,114061750,0,127070508,0,142729378.5,83696330.2,0,132125458.3,118396645.5,0,125150173.9,134684533.6,0,80254730.97,128215230.5,136617341.5,0,0,110913861.9,0,0,112979329.7,95218867.79,0,0,0,108757232.6,119730582.7,137758528.9,130155702.5,127777358.1,53419272.35,91915702.57,0,59330623.52,85706803.99,111859306.4,133553343.5,135870571.5,265409845.2,130368565.7,0,81083786.72
Q6ZSZ5,349417141.5,345542933.8,356844778.6,385199082.3,565602441,212402098.6,455990997.2,125525505.2,0,0,69085633.79,132998775.1,125857343,0,0,0,80497622.29,94784206.2,99259024.93,112028396.3,0,96851898.53,43430402.87,152462971.9,89080327.79,0,99572767.84,94498584.28,0,0,133252511.9,210525900.4,115282648.3,0,69370536.64,0,123772881.9,0,0,134343067.9,403380782.4,0,0,126925175.1,0,0,0,0,0,40331055.78,230320212.2,116688220.6,89367778.99,0,0,76386300.94,0,0,64672834.29,0,0,0,171955262.5,0,0,115175442,115289274.6,0,28435608.18,0,45030250.47,106222627.2,0,0,0,128139728.4,0,0,119371236.6,127099475.6,119642824.4,243907776.4,527530561.2,230562929.4,0,122010847.3,129257607.6,112236672.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194940163.6,0,0,0,0,0,0,0,0,121211291.5,0,0,0,0,0,0,0,0,0,0,0,102365945.5,0,0,0,112544203.4,43100030.97,0,0,0,0,0,0,86682937.55,97870629.69,0,0,0,0,0,0,0,0,0,0,116505305.1,0,0,0,102946506.4,0,0,0,0,0,0
Q6ZT07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZT21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZTI6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57181302.87,0,0,0,86708983.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58781150.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZTN6,0,232442289.2,241391052.4,261203068.2,225479376.4,226744098.6,230282798.6,252737510.4,213197342.2,0,0,267417690.2,254993666,0,0,0,0,0,198415449.9,0,0,0,90697405.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267043321.6,0,0,0,0,0,0,0,0,0,0,0,0,113861440.7,0,0,0,0,136170468.6,0,0,0,0,0,0,230404684,241900149.2,37040000,72563816.36,0,93897100.94,0,177830620,0,0,0,0,0,120471836.6,256817071.2,242035388.8,0,263743110.6,238608209.4,253510450.8,246180414.6,0,223632144.8,0,0,0,0,248343814.8,0,0,0,0,0,0,0,0,0,199091563.6,0,0,0,0,201663226.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122177405.1,0,0,0,0,0,0,0,0,0,0
Q6ZU35,348754081.5,359148033.8,120373326.2,256243728.2,228956776.4,336309647.9,238404698.6,127999155.2,0,255864887.8,0,0,126918833,121127634.8,128009039.7,97315910.64,0,91691206.2,97987424.93,117466106.3,123474058.3,0,115148005.7,84135885.97,310431583.4,0,192505651.8,244696676.4,167527826.2,143471856.6,0,103939250.2,0,121305418,91897736.64,0,243828863.8,121877490.8,0,133901067.9,403071402.4,131308692.2,125566512.5,252037610.2,103551992,381211855.7,123885997.6,131175003.7,0,58270955.78,115892606.1,116139420.6,371823016,411778501.7,0,78194100.94,270616982.9,0,319280137.2,179471388.7,0,122766914.8,85376831.25,118302756.7,135752696.8,507598968,345821623.8,18224900,42335908.18,112472608.4,113867700.9,83795463.6,311314430,130635921.4,136731084.5,0,0,0,160675436.6,127036805.6,0,0,131497065.3,0,0,121802567.3,0,0,0,0,135824537.8,0,0,121096005.5,0,0,105664949.3,0,0,0,0,40325344.4,97417581.81,0,0,0,0,100807013.4,0,84742625.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122670423.6,0,0,0,0,0,0,0,0,88633407.55,0,0,83353742.76,0,0,0,0,0,0,112898258.1,0,0,0,42061623.52,69070803.99,0,0,0,0,0,0,0
Q6ZU52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111381798.1,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZU65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128772256.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZU67,0,0,0,0,113801088.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116649127.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131722596.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZU80,236247281,229610489.2,127282926.2,128770934.1,120023088.2,211919088.6,117390699.3,0,103365571.1,0,0,132946555.1,0,0,252757679.4,0,0,0,197340649.9,114597006.3,115428958.3,0,0,0,98046127.79,0,102840067.8,61473892.14,83898013.12,66141128.32,65978905.95,0,114738548.3,114207618,0,0,0,0,0,133603777.9,0,118722992.2,0,126397175.1,102381592,128342011.9,124189997.6,121855823.7,129913376.1,0,112795206.1,0,0,0,0,0,0,0,82390034.29,183744688.7,0,121379814.8,0,118191756.7,134170436.8,0,119608274.6,46029000,0,113246108.4,0,64420463.6,0,127875921.4,128567284.5,127931548.4,0,0,145430636.6,255492371.2,245716188.8,251092716.4,0,233934509.4,0,125710907.3,133463607.6,113290172.4,0,0,135615317.8,0,0,123247205.5,0,106225640.3,0,111324559.4,122319732.7,0,0,41118344.4,106014081.8,0,114637589.8,0,0,101467413.4,87948558.51,82506425.26,106982767.2,121546991.5,113396465.3,85938453.43,0,113830650,0,123150808,0,135272828.5,93325030.2,128475843.5,128042738.3,108125545.5,0,123849873.9,124985833.6,113981523.4,0,0,122520041.5,0,0,0,91716783.05,95326407.55,111920329.7,87873867.79,97793742.76,117423677.9,0,93965332.62,112222382.7,0,127708402.5,122285358.1,0,67131702.57,111679625.9,42854623.52,67414203.99,0,0,131862311.5,0,125270265.7,0,149243573.4
Q6ZUJ8,0,118152544.6,0,128631134.1,0,108503749.3,114567299.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51742302.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121317690.4,0,0,0,0,120300342,0,0,0,0,55502150.47,58072263.6,0,0,0,0,0,0,0,0,0,0,0,0,0,123945407.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZUK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108002567.2,122835991.5,0,0,0,0,0,0,0,0,92965030.2,0,0,103232845.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113564758.1,15556272.35,0,0,0,100239804,0,0,0,0,127407065.7,0,0
Q6ZUM4,236906811,349168833.8,488012604.8,270685568.2,228127776.4,347503047.9,343930197.9,380528965.6,207849742.2,0,0,0,0,0,125615439.7,0,172073644.6,94763806.2,0,0,115080558.3,0,75814302.87,158437771.9,0,0,130864167.8,56443892.14,0,69153628.32,155138011.9,105473150.2,232929296.6,116643418,81523736.64,122713335.4,122341981.9,238178481.6,131840256.4,133034757.9,279439621.6,63023946.11,125217512.5,127358675.1,214867184,0,0,0,0,0,115474806.1,0,85410878.99,65637120.35,0,85758900.94,0,78683082.52,140559068.6,84995944.36,0,0,0,0,134805596.8,115609442,362148223.8,18439000,40009908.18,0,78400150.47,0,172681020,0,0,129945828.4,0,0,71244318.31,395189066.8,243590988.8,247489816.4,266812110.6,357627714.1,251871250.8,121700837.3,130606707.6,0,0,0,0,0,123735107.4,0,0,107564240.3,107307749.3,111617859.4,0,0,112698124.5,30538144.4,0,108010779.6,0,99461180.65,317935798.6,0,83508958.51,82333225.26,107974067.2,0,0,84689953.43,0,0,132056103.7,0,0,135993178.5,84409930.2,0,132716758.3,0,0,0,0,0,56816730.97,0,0,77664229.89,0,200051823.8,175270666.1,92760407.55,0,81782367.79,81557942.76,115158547.9,0,93266332.62,116050282.7,0,0,0,0,68901702.57,0,32274423.52,125234908,0,0,131928591.5,0,0,0,0
Q6ZUT6,116591240.5,229415129.2,0,127923454.1,226059176.4,220633198.6,111526299.3,127465155.2,211867842.2,0,78944033.79,132667555.1,128316033,0,0,0,83284322.29,91064806.2,117138824.9,0,0,102184498.5,44669602.87,0,189720355.6,0,0,113171084.3,0,0,0,115593950.2,0,0,92208736.64,127695735.4,123660381.9,121724590.8,133006356.4,270547335.8,273155681.6,0,0,127456375.1,0,0,124380997.6,0,0,0,116785606.1,118700620.6,91804078.99,0,0,0,121823627.6,0,0,0,0,123883914.8,0,0,0,117788442,0,0,28429308.18,0,46269450.47,69596463.6,95369809.99,0,129460684.5,129854728.4,0,113132678.7,0,0,121109794.4,122495858.2,264380220.6,120004104.7,120866655.4,128340807.3,129397007.6,0,0,0,0,0,0,0,0,0,103534949.3,0,0,0,0,30810844.4,0,0,0,99256980.65,0,0,0,0,114867767.2,0,0,88783353.43,124906615.2,0,0,0,268079745.2,273540797,0,129136313.5,128832958.3,0,0,123567273.9,127128533.6,113238323.4,43459830.97,0,0,0,0,99358461.88,0,0,0,0,0,0,0,0,0,0,256844105,124401358.1,0,0,0,32547123.52,60810403.99,0,131115043.5,132417771.5,0,0,119922977.3,0
Q6ZUT9,0,113058704.6,0,0,0,105435269.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57344302.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133909867.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58944150.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZV29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127662425.6,120511424.4,123066758.2,131564475.3,0,120968625.4,122626007.3,0,0,0,0,0,0,126274707.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116875050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZV73,235179681,345303233.8,117045216.2,258373168.2,347559964.6,239276898.6,464266997.2,383922565.6,103711471.1,0,71808333.79,0,260531356,122063434.8,123852069.7,184725821.3,82152122.29,187816312.4,0,0,0,0,101134105.7,154821971.9,284462883.4,0,46523983.92,96102184.28,83861213.12,0,64528305.95,326123050.6,231019196.6,0,67830036.64,0,120463081.9,494637763.2,0,0,541283643.2,0,250336825,254338850.2,0,0,0,249285007.4,130248496.1,0,0,0,0,0,85629063,149096201.9,0,108537165,66700234.29,0,125272390.4,121768114.8,0,119380256.7,134728296.8,487396868,226569649.2,15275000,62425716.36,0,104333800.9,58533563.6,167660120,127600721.4,127384264.5,0,0,0,138643636.6,0,0,0,262957530.6,116318004.7,243417550.8,377502121.9,260399015.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29352544.4,0,105970379.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113011358.1,0,57786302.57,0,31088823.52,61471603.99,0,0,0,0,0,0,0
Q6ZVF9,0,0,116661986.2,0,0,106901249.3,226671298.6,0,0,0,0,0,0,0,125234439.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133646560.8,0,0,0,0,0,0,0,0,0,0,0,86430778.99,0,84337563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81911509.99,0,0,0,0,0,61839218.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85927183.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZVM7,0,0,0,0,112299588.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133912967.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6ZVX7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48304102.87,79162485.97,0,0,0,0,0,0,803276441.3,0,0,0,0,0,0,0,0,0,0,0,0,0,102158592,0,0,0,0,0,0,0,0,135016540.7,0,0,0,0,0,0,123879590.4,0,0,0,0,0,0,0,0,0,49903950.47,0,0,0,0,135914028.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
